name,address,rooms,price,total_price,phone
海伦堡云麓小院,其他江苏省镇江市句容市宝华镇宝志路,['三居(2)'],11000元/m^2,105-127万元,400-176-0760 转 613405
江悦润府,栖霞栖霞大道与仙新路交汇处,"['二居(1)', '三居(3)']",29000元/m^2,220-305万元,400-176-0760 转 609413
大华锦绣和樾府,浦口吉庆路与明辉路交叉路口,['四居(1)'],31946元/m^2,284-409万元,400-176-0760 转 613216
汤山玉兰公馆,江宁汤山街道上善路8号,['三居(4)'],21350元/m^2,192-275万元,400-176-0760 转 608113
中驰置业·AND,江宁东山街道富塘街2号,[],待定元/m^2,,400-176-0760 转 625207
润栖府,栖霞南京市栖霞区宁芝路与美芝嘉路交汇处,"['三居(3)', '四居(1)']",36000元/m^2,300-450万元,400-176-0760 转 625913
珠江·四季悦城,江宁信诚大道与飞天大道交汇处,"['三居(1)', '四居(1)']",19980元/m^2,170-198万元,400-176-0760 转 621265
江心印,建邺江苏省南京市建邺区江心洲街道梅子洲路与文泰街交汇处,[],46000元/m^2,619-900万元,400-176-0760 转 628275
龙湖天曜,浦口江北核心区建设路与北花园路交汇处,"['三居(1)', '四居(1)']",29833元/m^2,301-409万元,400-176-0760 转 623734
德盈龙华国际广场,浦口康华路与龙华路交汇处,"['一居(1)', '二居(1)', '三居(2)']",22000元/m^2,81-266万元,400-176-0760 转 718864
江畔都会上城,浦口天浦路与望江路交汇处,"['一居(1)', '三居(3)', '四居(1)']",待定元/m^2,,400-176-0760 转 653230
喜之郎丽湖湾,溧水开发区珍珠北路88号（珍珠北路和机场路交汇处）,"['二居(1)', '三居(12)', '四居(1)']",10340元/m^2,85-147万元,400-176-0760 转 830501
碧桂园华东科技新城,其他南京东汤山旁句容市S6轻轨黄梅站,['一居(1)'],7000元/m^2,,400-176-0760 转 833290
星叶·瑜憬尚府,栖霞东至逸文路（规划），南至熙湲路（规划）,['三居(5)'],37500元/m^2,330-465万元,400-176-0760 转 620429
星河时代,浦口江北新区新南路和江淼路交会处,"['三居(2)', '四居(1)']",32000元/m^2,400万元,400-176-0760 转 653348
紫辉时代广场,建邺江东中路与梦都大街交汇处北侧,"['一居(2)', '二居(3)', '三居(7)']",42500元/m^2,264-774万元,400-176-0760 转 889613
北京城建西华龙樾,浦口城樾路8号（浦口区市民中心东北侧200米）,"['二居(1)', '三居(7)', '四居(1)']",30499元/m^2,268-769万元,400-176-0760 转 715939
中南棉花塘,江宁空港枢纽经济区乾清路和越秀路交汇处,[],21000元/m^2,,400-176-0760 转 843239
世茂天誉洲际公馆,建邺江东中路与集庆门大街交界处,"['一居(1)', '二居(4)', '三居(5)']",40000元/m^2,,400-176-0760 转 615700
保利中心,秦淮卡子门大街与汇景北路交汇处,[],待定元/m^2,,400-176-0760 转 721479
中海龙湾U-LIVE,江宁秣陵街道日新路2号,['一居(2)'],26000元/m^2,,400-176-0760 转 736146
明发国际中心,浦口浦滨路203号,[],18000元/m^2,,400-176-0760 转 884389
金科观天下,其他仙林东宝华山国家森林公园南门以南300米,"['三居(3)', '四居(1)']",32000元/m^2,282-784万元,400-176-0760 转 807179
绿城桃花源,江宁麒麟大道6699号,"['四居(3)', '五居(2)', '五居以上(2)']",1800元/m^2,,400-176-0760 转 653582
钟山国际高尔夫,玄武环陵路7号,['四居(4)'],120000元/m^2,1314-10545万元,400-176-0760 转 657663
海伦堡玖悦名筑,其他镇江市句容市宝华镇宝龙大道,"['三居(2)', '四居(2)']",待定元/m^2,,400-176-0760 转 614468
恒大桃源天境,其他扬州市仪征市东园路与红旗路交汇处,['三居(1)'],8988元/m^2,103万元,400-176-0760 转 712580
紫东恒大文化旅游城,其他句容市宝华山路和容城大道交叉口,"['二居(4)', '三居(7)']",12000元/m^2,98-166万元,400-176-0760 转 707336
卓越景枫蔚蓝郡,溧水石燕路6号（机场路与石燕路交汇处）,"['二居(1)', '三居(2)', '四居(1)']",12500元/m^2,111-158万元,400-176-0760 转 653437
远洋万和四季,溧水经济开发区创业路99号,"['二居(1)', '三居(2)']",待定元/m^2,,400-176-0760 转 647351
海悦花园,浦口宁六路与新沿路交汇处,"['一居(1)', '二居(1)', '三居(5)']",27778元/m^2,78-692万元,400-176-0760 转 653370
中南上悦花苑,江宁上高路与万安北路交汇处,"['二居(4)', '三居(2)']",26300元/m^2,330万元,400-176-0760 转 653228
明发江湾新城,其他安徽省马鞍山市宁乌公路与盘乌线交汇处,"['二居(1)', '三居(2)', '四居(1)']",8000元/m^2,60-170万元,400-176-0760 转 826687
21世纪太阳城银座,江宁双龙大道1539号（双龙大道与天元路交汇处）,"['二居(6)', '三居(5)', '四居(5)']",29500元/m^2,179-708万元,400-176-0760 转 653220
锦绣樾江广场,浦口江北自贸区·研新路与园特路交汇处,[],待定元/m^2,,暂无售楼处电话
三松仁里,浦口高新区文景路与高新路交汇处（地铁3号线东大成贤学院4号口）,"['一居(1)', '二居(1)']",22000元/m^2,,400-176-0760 转 616287
中海雨花中心,雨花华新路S3号线贾西站2号口,['五居以上(1)'],16000元/m^2,,400-176-0760 转 729346
绿地紫金中心,鼓楼湖南路与中山北路交汇处（狮子桥正对面）,"['一居(1)', '二居(2)']",48000元/m^2,216-773万元,400-176-0760 转 607761
海玥万物,建邺恒山路100号,['四居(2)'],66839元/m^2,1604万元,400-176-0760 转 616188
棠玥府,溧水溧水中医院西侧（文昌路与石燕路交汇处）,"['三居(2)', '四居(2)']",15785元/m^2,140-256万元,400-176-0760 转 618804
龙池映,六合浦六路与龙城路交叉西北侧,['三居(4)'],待定元/m^2,,400-176-0760 转 743340
中建国熙公馆,浦口安浦路71号,"['二居(2)', '三居(2)', '四居(1)']",29500元/m^2,263-369万元,400-176-0760 转 883932
颐和四季府,栖霞经五路与徐家村街交汇处,"['三居(3)', '四居(2)']",271-654元/m^2,,400-176-0760 转 632243
和昌红山奥莱,玄武红山南路南京站北广场全季酒店正对面,[],待定元/m^2,,400-176-0760 转 628772
江山汇底商,鼓楼燕江路199号,[],待定元/m^2,,暂无售楼处电话
麒麟宝龙广场,江宁开城路与丹霞路交叉口,[],17000元/m^2,,400-176-0760 转 613312
金奥缤润汇平层,建邺楠溪江东街81-85号,"['一居(5)', '二居(2)']",31500元/m^2,31500万元,400-176-0760 转 653690
嘉宏峰,江宁宏运大道与农花路交汇处,"['三居(2)', '四居(1)']",46423元/m^2,432-636万元,400-176-0760 转 628982
和光锦棠府,浦口天浦路与迎江路交汇处,"['三居(1)', '四居(2)']",33488元/m^2,335-484万元,400-176-0760 转 653323
四季金辉观岚,其他句容市仙林东路19号（仙林大道与和平路交汇处）,"['二居(3)', '三居(2)', '四居(1)']",待定元/m^2,,400-176-0760 转 804062
中海·观江樾,浦口江北核心区·青奥体育公园旁·丰子河畔,"['三居(2)', '四居(2)']",34154元/m^2,376-482万元,400-176-0760 转 632485
南京紫合国际广场项目,秦淮太平南路278号(太平南路与小火瓦巷交汇处),[],待定元/m^2,,暂无售楼处电话
东方万汇城,浦口浦口大道8号,"['一居(5)', '二居(7)']",16500元/m^2,,400-176-0760 转 653366
蓝城陶然里,其他马鞍山市花山区江东大道与林里路交叉口,"['一居(1)', '二居(2)', '三居(2)']",10000元/m^2,,400-176-0760 转 713209
首建中心项目,秦淮太平南路与马府西街交汇处,[],待定元/m^2,,400-176-0760 转 704052
绿地云尚写字楼,雨花软件大道与玉兰路交汇处,['一居(3)'],待定元/m^2,,400-176-0760 转 838962
都荟天地城写字楼,江宁绿都大道和宏运大道交汇处,[],18000元/m^2,,400-176-0760 转 600033
金马智汇科技园,栖霞金马路6号,[],16000元/m^2,,400-176-0760 转 728488
南京越洋国际商务中心,鼓楼清江南路7号,[],22000元/m^2,,400-176-0760 转 629741
宝隆时代广场,浦口江浦街道新浦路6号,['三居(5)'],18000元/m^2,,400-176-0760 转 629607
景枫城市山谷,江宁东山街道双龙湖1号,[],待定元/m^2,,暂无售楼处电话
华洲青林湾,溧水天生桥大道218号,"['二居(5)', '五居(3)']",17-454元/m^2,,400-176-0760 转 668003
湾谷,雨花东至规划檀山路，南至规划吴山路,[],待定元/m^2,,400-176-0760 转 608806
雅居乐龙悦幸福小镇,其他高淳南宣城市宣州区狸桥镇011县道,[],待定元/m^2,,400-176-0760 转 720710
碧桂园翡丽庄园,其他安徽省滁州市南谯区乌衣镇洪武东路2888号,"['二居(1)', '三居(4)']",待定元/m^2,,400-176-0760 转 719959
红豆香江华府,江宁永欣大道与湖泰路交汇处,[],20527元/m^2,146-287万元,400-176-0760 转 645415
德信烟岚云庄,江宁江宁区谷研路88号,['四居(2)'],25864元/m^2,585-610万元,400-176-0760 转 736357
恒大湖山半岛,六合金牛湖新区S247与X301交汇处,['三居(18)'],6888元/m^2,72-100万元,400-176-0760 转 712593
鲁能硅谷公馆,江宁滨江新城锦文大道与弘利路交汇处,"['三居(3)', '四居(1)']",22000元/m^2,196-282万元,400-176-0760 转 613425
平澜府,高淳湖滨大道与励志路交叉口（湖滨广场北面）,"['三居(4)', '四居(6)']",12500元/m^2,123-313万元,400-176-0760 转 653344
南京华贸中心,鼓楼中央路331-4号,[],待定元/m^2,,暂无售楼处电话
金陵中环广场,秦淮中山南路香港置地城中东铁管巷地块,[],待定元/m^2,,暂无售楼处电话
南京中垠广场,栖霞马群地铁口南侧100米,['一居(2)'],40000元/m^2,,400-176-0760 转 613710
香港置地溧水G10地块,溧水东至薛李东路，南至幸庄路，西至石燕路，北至崇文路,[],待定元/m^2,,暂无售楼处电话
旭辉·宸悦赋,其他句容市城东行香路与长江路交汇处（维也纳花园东侧）,"['三居(2)', '四居(1)']",12500元/m^2,156-225万元,400-176-0760 转 615589
宝能·翡丽河滨,雨花东至规划道路，南至规划道路，西至规划道路，北至规划道路,"['三居(2)', '四居(1)']",26580元/m^2,247-351万元,400-176-0760 转 617289
佳兆业悦峰府,溧水琴音大道与中山东路交汇处往南约400米（秦淮源公园南）,"['三居(3)', '四居(3)']",15600元/m^2,148-218万元,400-176-0760 转 714657
高淳宝龙广场,高淳淳溪镇学山北路272号,['四居(1)'],11663元/m^2,167万元,400-176-0760 转 653733
郦湖美墅,六合马鞍街道弘湖路1号,"['五居(2)', '五居以上(2)']",14000元/m^2,267-307万元,400-176-0760 转 613169
华发美的·云筑,雨花南京市雨花区数字大道,"['三居(2)', '四居(1)']",44000元/m^2,440-616万元,400-176-0760 转 632668
天悦锦麟,浦口南京市浦口区浦滨路与河滨路交汇处（地铁11号线森林大道站）,"['三居(2)', '四居(1)']",32500元/m^2,300-500万元,400-176-0760 转 629094
蓝湖郡,江宁东至环亚路，南至腾飞路,"['三居(2)', '四居(1)']",19558元/m^2,150-211万元,400-176-0760 转 629261
汤山颐和府,江宁汤山上善路6号,"['三居(2)', '四居(2)']",22370元/m^2,199-284万元,400-176-0760 转 723100
苏雨生活广场,溧水交通东路汽车站旁苏雨生活广场,[],9500元/m^2,,400-176-0760 转 622981
通宇林景紫园,浦口顶山街道七里桥北路以西，胡桥三路以南,['三居(5)'],27496元/m^2,,400-176-0760 转 839839
仙林苏宁广场,栖霞仙林大道与学海路交汇处,[],待定元/m^2,,400-176-0760 转 645114
金九汇大厦,江宁东山街道湖山路 288 号,[],待定元/m^2,,400-176-0760 转 645536
高科·紫尧星院,栖霞东至致远路，南至尧和路，西至临安路，北至尧景路,"['三居(4)', '四居(2)']",30981元/m^2,301-437万元,400-176-0760 转 641609
栖澜府,栖霞东至规划知和路、南至规划支路,[],待定元/m^2,,400-176-0760 转 645561
雅居乐雅郡兰庭,江宁万安西路和上高路交汇处,"['二居(1)', '三居(2)']",26278元/m^2,160-240万元,400-176-0760 转 731903
高科紫星荣院,江宁紫东核心区四望路与福宁路交汇处,"['三居(3)', '四居(3)']",346-1173元/m^2,,400-176-0760 转 621916
云梦尚品,六合程桥街道桂花路与荷青路交汇处,[],12600元/m^2,158-180万元,400-176-0760 转 645304
望江悦府,浦口浦云路与康健路交汇处,"['二居(2)', '三居(2)', '四居(1)']",31000元/m^2,236-744万元,400-176-0760 转 653561
中天﹒东方骏庭,其他仙林大道与宝华大道交界处,"['二居(1)', '三居(2)', '四居(1)']",10500元/m^2,89-137万元,400-176-0760 转 837340
华侨城欢乐滨江,建邺龙王大街与扬子江大道交汇处,"['一居(3)', '二居(5)']",30000元/m^2,138-396万元,400-176-0760 转 842626
湖光晨樾,江宁端拱路与至道路交汇处，商业广场一楼北侧,"['三居(2)', '四居(5)']",22938元/m^2,20458万元,400-176-0760 转 864043
天阅公馆,建邺友谊街与元前路交汇处,"['一居(1)', '二居(1)']",27000元/m^2,,400-176-0760 转 623611
宝龙天地,鼓楼南京鼓楼区中央北路与东门前街交汇处,[],待定元/m^2,,暂无售楼处电话
星空间大厦,六合马鞍街道方州路118号,[],待定元/m^2,,400-176-0760 转 645504
青创ipark,江宁双龙大道与融智路交叉口,['二居(1)'],待定元/m^2,,400-176-0760 转 723254
中船阳光玖力城,江宁万泰路与天行路交汇处,['四居(1)'],13000元/m^2,,400-176-0760 转 723224
智汇老山项目,浦口华山路和新竹路交汇处（江浦街道沿山大道）,[],待定元/m^2,,暂无售楼处电话
天生御景,溧水洪蓝镇凤凰井路26号,"['二居(1)', '三居(5)', '四居(5)']",81-461元/m^2,,400-176-0760 转 695931
世纪天城,溧水经济开发区团山路1号,"['三居(1)', '五居(6)', '五居以上(6)']",174-845元/m^2,,400-176-0760 转 656314
蓝城·南京桃李春风,其他句容市东顶路（秦淮源）,"['一居(2)', '二居(1)', '三居(3)']",待定元/m^2,,400-176-0760 转 626019
富园·玖誉府,浦口广西埂大街以北、规划道路以西地块，东至规划道路，南至广西埂大街，西至规划道路，北至现状。,[],391-467元/m^2,,400-176-0760 转 644597
兴茂金陵北辰,其他滁州市来安县汊河镇大雅村水乡大道1号,"['一居(1)', '二居(4)', '三居(7)']",9000元/m^2,55-128万元,400-176-0760 转 713670
福晟庭院,溧水洪蓝镇金牛北路369号（无想山森林公园西麓）,['五居以上(1)'],12680元/m^2,47-340万元,400-176-0760 转 629669
紫悦府,其他句容市中兴路与赤岗路交叉口,"['三居(2)', '四居(2)']",8800元/m^2,82-117万元,400-176-0760 转 703997
石榴·紫金院子,其他滁州市汊河新城王桥路、繁盛路交汇处,[],9600元/m^2,,400-176-0760 转 609278
中骏四季阳光,其他句容经济开发区华阳西路与兴源路交汇处,['三居(3)'],10700元/m^2,105-129万元,400-176-0760 转 869416
仙林印象,其他宝华大道与射乌桥路交汇处,"['二居(2)', '三居(1)', '五居(2)']",14500元/m^2,104-197万元,400-176-0760 转 838732
麒麟·长三角企业总部基地,江宁南湾营大街和智汇路交汇处向东100米,[],待定元/m^2,,400-176-0760 转 624038
未来里花园,高淳经济开发区檀溪路36号,[],6500元/m^2,55-100万元,400-176-0760 转 645105
弘阳·尚上悦苑,浦口浦珠北路与华江路交汇处,['三居(3)'],29250元/m^2,257-295万元,400-176-0760 转 624063
中海观山樾,江宁高新区锦岸路以西、映红路以北地块，东至锦岸路，南至映红路，西至迭翠路，北至莺啼路。,"['三居(3)', '四居(1)']",29213元/m^2,246-364万元,400-176-0760 转 633414
南京仙林智谷,栖霞仙林元化路与纬地路交叉口,[],14100元/m^2,,400-176-0760 转 723883
南京常发广场,玄武红山路88号(红山路与红山南路交汇处),['一居(3)'],25000元/m^2,,400-176-0760 转 670203
锦隆花园·御山墅,其他句容市宝华山森林公园北门对面,"['三居(3)', '五居(2)']",17500元/m^2,430-630万元,400-176-0760 转 845081
盱眙恒大温泉度假小镇,十老路399号（盱城中心小学向北约300米）,"['二居(2)', '三居(7)']",6500元/m^2,,400-176-0760 转 632575
星叶枫庭,江宁麒麟街道泰盈路与宁杭公路交汇处,"['二居(3)', '三居(3)']",28000元/m^2,241-328万元,400-176-0760 转 653258
金地都会艺境,其他滁州市来安县汊河新区104国道与纬七路交汇处,"['二居(1)', '三居(4)']",10800元/m^2,70-103万元,400-176-0760 转 845992
恒大林溪郡,江宁江宁区信诚大道与龙川路交汇处,['三居(3)'],20636元/m^2,233-272万元,400-176-0760 转 653244
金轮星际中心,江宁西邻江南路、北至诚信街、东至金茂璐、南邻宏运大道,[],28000元/m^2,,400-176-0760 转 617260
金轮峰华,鼓楼小粉桥和二十八巷交汇处,"['一居(11)', '二居(11)']",50000元/m^2,260万元,400-176-0760 转 894134
远洋奇幻盒集,溧水经济开发区创业路99号,[],19000元/m^2,,400-176-0760 转 737796
花样年喜年中心,鼓楼中央门外河路道1号(东门前路与中央北路交汇处),"['一居(1)', '二居(1)']",22000元/m^2,,400-176-0760 转 626001
涵碧楼,建邺汉中门大街与扬子江大道交汇处,[],39000元/m^2,,400-176-0760 转 807169
碧桂园·北站华府,其他滁州汊河新区104国道旁,['二居(1)'],11000元/m^2,86万元,400-176-0760 转 859392
和昌仙林国际,其他句容市仙林大道2号,['三居(2)'],13000元/m^2,114-137万元,400-176-0760 转 844497
蓝天慧融花园,江宁永欣大道与湖泰路交汇处,[],19705元/m^2,,400-176-0760 转 623910
鼓北宝龙天地,鼓楼南京鼓楼区中央北路与东门前街交汇处,[],待定元/m^2,,400-176-0760 转 645328
升龙汇金中心,建邺江东南路与江山大街交汇处东南角,"['一居(1)', '二居(4)']",25000元/m^2,,400-176-0760 转 653653
新生圩宝龙广场,栖霞南京市栖霞区仙新路与恒发路交汇处,"['二居(1)', '三居(2)']",211-305元/m^2,,400-176-0760 转 629033
卓越蔚蓝时光苑,六合雄州街道学西路与园林西路交汇处,"['三居(3)', '四居(1)']",18693元/m^2,163-211万元,400-176-0760 转 621568
通宇林景尊园,浦口新浦路与康盛路交汇处,"['二居(2)', '三居(3)']",27300元/m^2,243-336万元,400-176-0760 转 839790
福基凤滨嘉园二期,六合凤滨路与杨新路交交汇处,"['三居(2)', '四居(1)']",17000元/m^2,155-226万元,400-176-0760 转 722132
中海城南公馆（商铺）,雨花东至规划道路，南至龙西路，西至东升裕园，北至现状,['一居(4)'],169元/m^2,,400-176-0760 转 626257
禹洲金陵朗廷,其他句容市郭庄镇临泉路1号,"['二居(1)', '三居(3)', '四居(2)']",6999元/m^2,52-84万元,400-176-0760 转 608691
泰达青筑,其他句容市宝华镇宝华大道66号（宝华大道与仙林东路交汇处),"['二居(1)', '三居(5)']",13000元/m^2,,400-176-0760 转 645116
碧桂园如山湖城,其他安徽省马鞍山市和县石杨镇如山湖西侧（宁乌和滁乌高速交汇处）,"['一居(2)', '三居(1)', '五居(2)']",100元/m^2,,400-176-0760 转 624934
颐和·铂岸江璟,浦口东至横江大道，南至康健路，西至康盛路，北至康安路,"['三居(1)', '四居(2)']",35318元/m^2,389-583万元,400-176-0760 转 627962
铭望府,六合东至山潘三路，西至山潘二路，南至山潘四路，北至通潘路,[],187-268元/m^2,,400-176-0760 转 645485
花样年花好园,浦口东大路和泰学路交汇处,['三居(3)'],28490元/m^2,254-330万元,400-176-0760 转 739176
c-town尚东铭座,秦淮南京市秦淮区光华路街道光华路28号,['二居(2)'],待定元/m^2,,400-176-0760 转 627238
绿地云都会,栖霞金马路与石狮路交汇处,['一居(7)'],22000元/m^2,,400-176-0760 转 877013
中国铁建·栖云府,江宁义庆路与飞天大道交叉口,['三居(3)'],159-182元/m^2,,400-176-0760 转 626342
中海燕矶听潮商铺,栖霞南京·燕子矶新城·经五路与徐家村路交汇处,['一居(2)'],192元/m^2,,400-176-0760 转 632413
智谷云筑,栖霞仙林元化路纬地路交叉口,['一居(2)'],16500元/m^2,16500万元,400-176-0760 转 622644
保利·江汇,浦口浦口大道6号长江隧道管理处对面,['四居(3)'],394-514元/m^2,,400-176-0760 转 653467
绿地无舍山南（康城）,溧水无想山东南角246省道与341省道交汇处,['二居(4)'],8300元/m^2,66-108万元,400-176-0760 转 632802
恒大云玺华庭,栖霞太龙路与邻安路交会处西侧200米,"['二居(2)', '三居(11)', '四居(2)']",30500元/m^2,241-458万元,400-176-0760 转 612973
海伦堡·璟和府,高淳石臼湖北路和宝塔路交汇处,"['三居(1)', '四居(1)']",11100元/m^2,122-139万元,400-176-0760 转 722866
龙湖水晶郦城,江宁江宁区滨江开发区锦文路21号,"['三居(2)', '四居(1)']",19000元/m^2,158-238万元,400-176-0760 转 725976
龙海骏景,六合冶浦路99号（八百河与峨眉路交界处）,"['二居(5)', '三居(4)']",15799元/m^2,132-235万元,400-176-0760 转 629163
德信云筑荟广场,栖霞仙林智谷元化路与纬地路交叉口,[],待定元/m^2,,400-176-0760 转 645524
融信城市之窗,江宁双龙大道与吉印大道交汇处,['二居(3)'],20000元/m^2,,400-176-0760 转 894108
君启园,栖霞南京仙林汇通路地铁站南,[],待定元/m^2,,400-176-0760 转 628632
中交锦度,浦口江浦街道长江五桥江北新区虎桥路与研新路交叉口,"['二居(1)', '三居(2)', '四居(2)']",28400元/m^2,250-350万元,400-176-0760 转 617423
仙林首望城,其他句容市宝华镇仙林东路3号,"['三居(4)', '四居(2)']",15000元/m^2,132-176万元,400-176-0760 转 844963
万宇汽车五金博览中心,江宁高新园G104国道旁,[],20000元/m^2,,400-176-0760 转 822039
华宸院,高淳淳溪街道宝塔路163号,"['三居(2)', '四居(2)']",15178元/m^2,149-250万元,400-176-0760 转 632200
芳原,江宁上秦淮湿地公园旁（凤仪路与汉候路交汇处）,"['三居(1)', '四居(4)']",36800元/m^2,640-830万元,400-176-0760 转 618932
北大资源颐和翡翠府,溧水中山东路秦淮源公园对面,['三居(1)'],15600元/m^2,200-421万元,400-176-0760 转 856797
复地明日之城,玄武玄武区红山新城北苑东路与红山南路交汇处北侧约200米,"['三居(1)', '四居(2)']",45355元/m^2,567-767万元,400-176-0760 转 623258
锦麟融誉府,栖霞北苑东路与熙湲路交汇处,['四居(2)'],55000元/m^2,528-1073万元,400-176-0760 转 653271
铭著风华,江宁江宁区高麟路9号,"['三居(2)', '四居(2)']",33000元/m^2,300-450万元,400-176-0760 转 644759
南京恒大养生谷,六合金牛湖风景区金牛湖地铁站东侧,"['二居(6)', '三居(41)', '四居(1)']",14107元/m^2,,400-176-0760 转 886461
海伦堡璟熙府,高淳北岭路46号,[],107-253元/m^2,,400-176-0760 转 625504
时代艺境·云悦艺境园,浦口江北新区双峰路与兰花路交界处,['三居(2)'],21000元/m^2,185-218万元,400-176-0760 转 630732
正荣润禾府,六合葛塘新城园西路与团结大道交叉口,"['二居(1)', '三居(2)']",20300元/m^2,154万元,400-176-0760 转 622836
蓝光雍锦逸境府,栖霞南京市栖霞区工农路158号,"['三居(2)', '四居(2)']",27000元/m^2,227-348万元,400-176-0760 转 722283
东亚共享大厦·青珑寓,江宁五常路8号,[],19900元/m^2,,400-176-0760 转 725813
中北三盛汝悦铭著,江宁宁芜大道与盛江路交叉处（往东100米）,"['三居(3)', '四居(1)']",19898元/m^2,177-237万元,400-176-0760 转 729639
电建地产·洺悦华府,雨花岱山东路与岱山北路交界处向东300米,['三居(2)'],30305元/m^2,,400-176-0760 转 897065
德信爱家玖栖和院,江宁江宁区谷研路88号,['三居(1)'],21358元/m^2,175万元,400-176-0760 转 653699
上坤·云栖风华璟园,栖霞欢乐大道与江南路交汇处西南方向200米处,"['三居(1)', '四居(1)']",26568元/m^2,236-310万元,400-176-0760 转 620739
荣盛花语馨城,栖霞龙潭新城金港南路与新戴路交汇处,"['二居(1)', '三居(3)']",17800元/m^2,134-158万元,400-176-0760 转 718048
正荣润棠府,浦口康安路与浦云路交汇处,"['二居(1)', '三居(1)', '四居(1)']",29477元/m^2,,400-176-0760 转 653222
江畔月明府,浦口行知路11号,"['三居(4)', '四居(1)']",待定元/m^2,,400-176-0760 转 653643
高淳孔雀城湖畔澜庭,高淳湖滨大道以西，濑渚路以南交叉口,"['二居(1)', '三居(3)', '四居(2)']",12500元/m^2,130万元,400-176-0760 转 653529
江宁孔雀城紫樾澜庭,江宁大学城南区瑞鑫路与友谊路交界处,['三居(7)'],16500元/m^2,144-173万元,400-176-0760 转 719692
正荣润岚府,栖霞汇通路与灵山南路交汇口（近汇通路地铁站3号口）,[],29500元/m^2,,400-176-0760 转 653338
正荣悦东府,栖霞金港南路与平港路交汇处,"['二居(1)', '三居(2)', '四居(2)']",20034元/m^2,158-236万元,400-176-0760 转 653376
南京中骏东原·璟阅,栖霞纬一路与鱼场路交叉口,"['二居(1)', '三居(5)', '四居(1)']",17000元/m^2,131-213万元,400-176-0760 转 898372
深业青麓上居,江宁天佑路和天环路交汇处,"['三居(3)', '四居(1)']",26278元/m^2,234-310万元,400-176-0760 转 653553
扬子江金茂悦·领寓A5,浦口七里河大街与横江大道交汇处,"['一居(5)', '二居(1)', '三居(1)']",19000元/m^2,,400-176-0760 转 653291
碧桂园·柏悦华府一期商铺,其他镇江市句容市崇明东路与高骊山路交汇处,[],9000元/m^2,,400-176-0760 转 624465
银城·孔雀城·依澜郡,其他安徽省马鞍市和县银城依澜郡营销中心,['三居(3)'],6500元/m^2,6900万元,400-176-0760 转 801142
林泉高致,浦口汤泉街道银泉西路以南、惠济南路以东地块，东至吉林路，南至香泉路，西至惠济南路，北至银泉西路。,[],待定元/m^2,,暂无售楼处电话
通宇尊悦府,浦口浦乌路以东、定向河路以南（NJJBd010-06-07）地块，东至现状，南至规划道路，西至浦乌路，北至定向河。,[],34995元/m^2,434-531万元,400-176-0760 转 652622
电建地产海赋尚城,栖霞燕子矶街道经五路与神农路交汇处,"['二居(1)', '三居(6)', '四居(4)']",22000元/m^2,79-312万元,400-176-0760 转 653478
三鑫·鑫智汇,浦口浦洲路35号,['二居(2)'],12000元/m^2,,400-176-0760 转 854002
香山壹境,其他镇江汤龙路河滨公园东侧（仙林东路以南约800米）,[],9000元/m^2,227万元,"025-85818990,85818969"
扬子保利·江韵瑧悦,浦口东至规划路；南至广西梗大街；西至胜利路；北至规划路。,[],30500元/m^2,373-796万元,400-176-0760 转 652859
保利荷雨臻悦,雨花中国（南京）软件谷·数字大道与荷月路交汇处,['三居(3)'],37000元/m^2,329-474万元,400-176-0760 转 648077
东山金茂晓棠,江宁万安北路龙昌路交汇处,['三居(2)'],25000元/m^2,223-275万元,400-176-0760 转 653735
中天金宁风华,江宁江宁区东山街道沿河路以北、规划一路以东地块,[],34119元/m^2,305-542万元,400-176-0760 转 653739
中建·源上九里,江宁利源路与董村路交汇处西北角,"['三居(1)', '四居(2)']",42206元/m^2,425-560万元,400-176-0760 转 648891
观潮望云,建邺高庙路与保双街交汇处,[],42000元/m^2,470-640万元,400-176-0760 转 649278
中建翰林雅境,浦口浦口区江浦街道卓溪路以南、山林路以东地块，东至现状，南至现状，西至山林路，北至卓溪路。,[],30514元/m^2,275-718万元,400-176-0760 转 645200
能建·博悦府,鼓楼鼓楼区幕府山街道幕府东路以南、五佰村路以西地块，东至五佰村路；南至现状；西至现状；北至幕府东路。,[],37000元/m^2,306-430万元,400-176-0760 转 652910
泷悦雅颂,栖霞东至现状，南至现状，西至白象路，北至广志路,[],36032元/m^2,269-437万元,400-176-0760 转 645138
NO.2024G51,鼓楼鼓楼区下关街道方家营路以南、方兴路以东地块,[],待定元/m^2,,暂无售楼处电话
璟宁府,浦口浦口区江浦街道文德东路以南、同心路以东地块,[],26000元/m^2,310-498万元,400-176-0760 转 653288
雁江澜,鼓楼南京市鼓楼区金燕路66号,[],28900元/m^2,,暂无售楼处电话
仁恒龙湾,"江宁江宁区东山街道潭园西路以南、小龙湾路以东地块,东至现状；南至泊淮路；西至小龙湾路；北至潭园西路。",[],待定元/m^2,,400-176-0760 转 652147
NO.2023G52,鼓楼鼓楼区幕府山街道中央北路以东、五佰村路以西地块,[],待定元/m^2,,暂无售楼处电话
通宇·润悦府,浦口兴隆路6号,[],39836元/m^2,418-570万元,暂无售楼处电话
枫璟雅园,建邺双闸街道螺塘路以北、新亭街以西（28-3）地块，东至新亭街，南至河道，西至庙中街，北至高庙路。,[],54000元/m^2,600-690万元,400-176-0760 转 645271
